Order ID,Customer ID,Product Category,Order Date,Quantity Ordered,Order Status,Manufacturer Price,Sale Price,Sales Agent,Return Reason
1725,1957,Clothing,2022-10-09,12,Shipped,540,663,Kelly,
1726,1958,Clothing,2022-10-22,17,Delivered,550,618,Priscilla,
1727,1959,Home & Kitchen,2022-10-27,1,Shipped,1375,1713,Daniel,
1728,1960,Clothing,2022-10-20,14,Cancelled,55,64,Terrence,Defective
1729,1961,Clothing,2022-10-10,20,Delivered,120,147,Priscilla,
1730,1962,Books,2022-10-19,3,Shipped,355,429,Kelly,
1731,1963,Electronics,2022-10-16,1,In Transit,1075,1382,Brian,
1732,1964,Clothing,2022-10-31,17,Delivered,665,751,Kelly,
1733,1965,Sports & Outdoors,2022-10-18,15,Shipped,605,705,Priscilla,
1734,1966,Electronics,2022-10-25,4,Delivered,1390,1799,Brian,
1735,1967,Books,2022-10-06,10,In Transit,730,847,Brian,
1736,1968,Clothing,2022-10-08,9,Delivered,485,551,Daniel,
1737,1969,Personal Care,2022-10-07,18,Delivered,70,86,Daniel,
1738,1970,Books,2022-10-29,7,Delivered,1010,1228,Terrence,
1739,1971,Sports & Outdoors,2022-10-13,20,In Transit,405,490,Priscilla,
1740,1972,Personal Care,2022-10-24,8,Shipped,470,526,Brian,
1741,1973,Sports & Outdoors,2022-10-12,15,Shipped,560,724,Priscilla,
1742,1974,Pets,2022-10-24,4,Shipped,360,415,Daniel,
1743,1975,Sports & Outdoors,2022-10-11,14,Shipped,25,31,Kelly,
1744,1976,Sports & Outdoors,2022-10-29,10,Delivered,610,719,Kelly,
1745,1977,Clothing,2022-10-24,15,Shipped,900,1043,Daniel,
1746,1978,Electronics,2022-10-18,1,Shipped,1150,1311,Kelly,
1747,1979,Clothing,2022-10-13,20,In Transit,995,1177,Terrence,
1748,1980,Pets,2022-10-16,20,Delivered,1355,1656,Terrence,
1749,1981,Pets,2022-10-01,3,Cancelled,810,988,Daniel,Unsatisfied
1750,1982,Personal Care,2022-10-01,14,Shipped,85,110,Daniel,
1751,1983,Home & Kitchen,2022-10-20,11,Shipped,1180,1440,Priscilla,
1752,1984,Sports & Outdoors,2022-10-11,3,Shipped,1185,1522,Priscilla,
1753,1985,Electronics,2022-10-24,15,Shipped,1235,1397,Daniel,
1754,1986,Home & Kitchen,2022-10-24,9,Shipped,765,950,Brian,
1755,1987,Home & Kitchen,2022-10-31,10,Shipped,1490,1689,Terrence,
1756,1988,Books,2022-10-28,4,Delivered,585,670,Daniel,
1757,1989,Books,2022-10-21,3,Shipped,1140,1377,Priscilla,
1758,1990,Pets,2022-10-13,13,Delivered,1475,1870,Daniel,
1759,1991,Personal Care,2022-10-18,20,Delivered,585,736,Kelly,
1760,1992,Electronics,2022-10-06,8,Delivered,940,1067,Terrence,
1761,1993,Clothing,2022-10-11,9,Shipped,550,703,Daniel,
1762,1994,Pets,2022-10-20,15,Shipped,1190,1477,Priscilla,
1763,1995,Clothing,2022-10-05,4,Shipped,1235,1392,Daniel,
1764,1996,Electronics,2022-10-17,13,Delivered,25,28,Kelly,
1765,1997,Clothing,2022-10-07,6,Delivered,630,747,Brian,
1766,1998,Pets,2022-10-16,6,Delivered,635,756,Priscilla,
1767,1999,Electronics,2022-10-28,1,Shipped,1060,1219,Terrence,
1768,2000,Sports & Outdoors,2022-10-10,18,In Transit,495,581,Daniel,
1769,2001,Pets,2022-10-17,17,Shipped,1425,1684,Daniel,
1770,2002,Sports & Outdoors,2022-10-27,2,Cancelled,1030,1135,Brian,Received Wrong Item
1771,2003,Home & Kitchen,2022-10-30,11,Shipped,430,501,Daniel,
1772,2004,Clothing,2022-10-02,11,Shipped,820,972,Priscilla,
1773,2005,Books,2022-10-14,14,Shipped,85,98,Priscilla,
1774,2006,Electronics,2022-10-09,12,Shipped,825,917,Priscilla,
1775,2007,Electronics,2022-10-15,13,Delivered,1365,1618,Priscilla,
1776,2008,Home & Kitchen,2022-10-08,19,Shipped,270,344,Kelly,
1777,2009,Books,2022-10-15,16,Delivered,860,1094,Brian,
1778,2010,Clothing,2022-10-26,5,Shipped,485,615,Brian,
1779,2011,Books,2022-10-28,7,Shipped,370,460,Daniel,
1780,2012,Electronics,2022-10-14,5,Delivered,890,1095,Terrence,
1781,2013,Pets,2022-10-13,13,Shipped,1285,1441,Kelly,
1782,2014,Books,2022-10-11,11,Shipped,1200,1394,Priscilla,
1783,2015,Personal Care,2022-10-05,9,Shipped,120,138,Daniel,
1784,2016,Sports & Outdoors,2022-10-10,17,In Transit,1075,1274,Priscilla,
1785,2017,Books,2022-10-14,1,Cancelled,1365,1658,Terrence,Defective
1786,2018,Electronics,2022-10-26,13,Shipped,335,385,Kelly,
1787,2019,Sports & Outdoors,2022-10-17,3,Cancelled,620,736,Daniel,Late Delivery
1788,2020,Clothing,2022-10-13,7,Shipped,380,452,Terrence,
1789,2021,Personal Care,2022-10-03,8,In Transit,310,347,Terrence,
1790,2022,Home & Kitchen,2022-10-28,17,Shipped,725,836,Priscilla,
1791,2023,Books,2022-10-16,2,Delivered,780,993,Terrence,
1792,2024,Sports & Outdoors,2022-10-23,13,Delivered,955,1193,Daniel,
1793,2025,Sports & Outdoors,2022-10-18,18,Shipped,1175,1297,Kelly,
1794,2026,Books,2022-10-27,19,Shipped,955,1163,Kelly,
1795,2027,Sports & Outdoors,2022-10-03,14,Delivered,350,387,Brian,
1796,2028,Clothing,2022-10-15,2,Delivered,835,1012,Kelly,
1797,2029,Clothing,2022-10-29,11,Delivered,210,259,Daniel,
1798,2030,Sports & Outdoors,2022-10-08,2,Delivered,690,816,Terrence,
1799,2031,Clothing,2022-10-07,9,Shipped,1245,1559,Kelly,
1800,2032,Personal Care,2022-10-10,1,In Transit,725,921,Brian,
1801,2033,Personal Care,2022-10-29,18,Cancelled,365,446,Priscilla,Received Wrong Item
1802,2034,Home & Kitchen,2022-10-31,20,Shipped,1070,1234,Brian,
1803,2035,Sports & Outdoors,2022-10-20,6,In Transit,1475,1818,Daniel,
1804,2036,Pets,2022-10-16,20,Delivered,15,19,Terrence,
1805,2037,Personal Care,2022-10-12,6,Delivered,950,1170,Kelly,
1806,2038,Personal Care,2022-10-08,12,Shipped,435,526,Priscilla,
1807,2039,Books,2022-10-07,10,Shipped,500,551,Brian,
1808,2040,Electronics,2022-10-11,14,Delivered,1060,1184,Priscilla,
1809,2041,Home & Kitchen,2022-10-24,16,Shipped,805,885,Kelly,
1810,2042,Personal Care,2022-10-22,17,Delivered,200,242,Daniel,
1811,2043,Electronics,2022-10-16,8,Delivered,475,601,Priscilla,
1812,2044,Clothing,2022-10-09,4,Shipped,1340,1612,Priscilla,
1813,2045,Home & Kitchen,2022-10-17,4,Shipped,1370,1541,Daniel,
1814,2046,Books,2022-10-30,13,Shipped,1240,1524,Daniel,
1815,2047,Home & Kitchen,2022-10-13,9,Delivered,920,1142,Terrence,
1816,2048,Home & Kitchen,2022-10-16,20,Cancelled,625,739,Terrence,Late Delivery
1817,2049,Sports & Outdoors,2022-10-16,18,Shipped,1250,1471,Daniel,
1818,2050,Sports & Outdoors,2022-10-15,11,Shipped,100,120,Kelly,
1819,2051,Clothing,2022-10-10,4,Delivered,555,701,Daniel,
1820,2052,Electronics,2022-10-26,12,Delivered,1145,1465,Daniel,
1821,2053,Home & Kitchen,2022-10-04,15,Shipped,850,966,Brian,
1822,2054,Electronics,2022-10-31,13,Delivered,565,704,Daniel,
1823,2055,Personal Care,2022-10-02,15,Delivered,535,676,Daniel,
1824,2056,Electronics,2022-10-03,5,Shipped,1185,1450,Daniel,
1825,2057,Personal Care,2022-10-08,14,In Transit,1400,1744,Brian,
1826,2058,Pets,2022-10-11,18,Delivered,15,18,Kelly,
1827,2059,Electronics,2022-10-02,7,Shipped,680,764,Terrence,
1828,2060,Electronics,2022-10-26,20,Delivered,1205,1433,Priscilla,
1829,2061,Pets,2022-10-07,12,Shipped,1300,1630,Kelly,
1830,2062,Sports & Outdoors,2022-10-08,15,Delivered,245,279,Brian,
1831,2063,Home & Kitchen,2022-10-12,2,Delivered,1180,1378,Priscilla,
1832,2064,Sports & Outdoors,2022-10-31,4,Delivered,510,594,Priscilla,
1833,2065,Home & Kitchen,2022-10-29,12,Delivered,590,737,Priscilla,
1834,2066,Pets,2022-10-30,16,Shipped,720,823,Kelly,
1835,2067,Pets,2022-10-09,4,Shipped,220,283,Priscilla,
1836,2068,Electronics,2022-10-24,19,Shipped,70,90,Priscilla,
1837,2069,Sports & Outdoors,2022-10-26,14,In Transit,1475,1916,Brian,
1838,2070,Home & Kitchen,2022-10-05,14,Shipped,505,581,Priscilla,
1839,2071,Pets,2022-10-13,1,Delivered,1225,1492,Daniel,
1840,2072,Pets,2022-10-23,3,Delivered,1345,1713,Kelly,
1841,2073,Clothing,2022-10-27,1,Shipped,820,955,Kelly,
1842,2074,Clothing,2022-10-04,16,Shipped,995,1276,Terrence,
1843,2075,Books,2022-10-06,20,Delivered,1325,1562,Daniel,
1844,2076,Books,2022-10-15,15,Shipped,535,604,Daniel,
1845,2077,Personal Care,2022-10-26,15,Cancelled,955,1224,Brian,Late Delivery
1846,2078,Sports & Outdoors,2022-10-11,7,In Transit,940,1146,Kelly,
1847,2079,Books,2022-10-06,20,Shipped,595,656,Priscilla,
1848,2080,Personal Care,2022-10-05,15,Cancelled,565,674,Terrence,Late Delivery
1849,2081,Electronics,2022-10-21,20,In Transit,295,369,Brian,
1850,2082,Pets,2022-10-18,9,Delivered,410,520,Kelly,
1851,2083,Sports & Outdoors,2022-10-18,17,Delivered,1340,1663,Priscilla,
1852,2084,Clothing,2022-10-23,5,Delivered,905,1025,Terrence,
1853,2085,Clothing,2022-10-21,9,Shipped,1425,1677,Daniel,
1854,2086,Books,2022-10-25,20,Delivered,195,223,Daniel,
1855,2087,Electronics,2022-10-07,4,Delivered,1070,1336,Terrence,
1856,2088,Clothing,2022-10-23,5,Cancelled,200,220,Brian,Quality Issue
1857,2089,Clothing,2022-10-08,5,Delivered,35,43,Daniel,
1858,2090,Home & Kitchen,2022-10-14,15,Delivered,1460,1776,Kelly,
1859,1588,Personal Care,2022-10-21,14,Shipped,535,631,Daniel,
1860,2091,Pets,2022-10-22,4,In Transit,35,42,Daniel,
1861,2092,Clothing,2022-10-27,19,In Transit,305,390,Kelly,
1862,2093,Electronics,2022-10-29,11,Delivered,580,699,Terrence,
1863,2094,Personal Care,2022-10-15,1,Shipped,1245,1425,Priscilla,
1864,2095,Clothing,2022-10-29,1,Delivered,1435,1587,Priscilla,
1865,2096,Clothing,2022-10-30,16,Delivered,620,777,Brian,
1866,2097,Personal Care,2022-10-04,6,In Transit,860,957,Terrence,
1867,2098,Pets,2022-10-06,4,Shipped,740,878,Brian,
1868,2099,Home & Kitchen,2022-10-13,7,Shipped,930,1063,Priscilla,
1869,2100,Sports & Outdoors,2022-10-28,14,Shipped,535,684,Kelly,
1870,2101,Sports & Outdoors,2022-10-24,2,Delivered,20,25,Terrence,
1871,2102,Personal Care,2022-10-14,14,Delivered,330,397,Terrence,
1872,2103,Pets,2022-10-29,7,Shipped,50,63,Terrence,
1873,2104,Electronics,2022-10-05,16,Delivered,260,336,Terrence,
1874,2105,Pets,2022-10-20,12,Delivered,950,1234,Daniel,
1875,2106,Personal Care,2022-10-23,2,In Transit,500,552,Brian,
1876,2107,Clothing,2022-10-23,9,Delivered,185,219,Daniel,
1877,2108,Electronics,2022-10-30,2,Shipped,1240,1448,Kelly,
1878,2109,Books,2022-10-27,4,Shipped,1215,1382,Priscilla,
1879,2110,Pets,2022-10-23,5,Delivered,960,1060,Daniel,
1880,2111,Sports & Outdoors,2022-10-08,13,Shipped,925,1173,Kelly,
1881,2112,Electronics,2022-10-27,7,Delivered,455,538,Priscilla,
1882,2113,Pets,2022-10-11,8,Shipped,510,609,Kelly,
1883,2114,Clothing,2022-10-15,11,Shipped,290,372,Kelly,
1884,2115,Personal Care,2022-10-11,12,Delivered,440,486,Priscilla,
1885,2116,Sports & Outdoors,2022-10-27,18,Cancelled,1180,1482,Priscilla,Late Delivery
1886,2117,Clothing,2022-10-23,10,Delivered,75,82,Terrence,
1887,2118,Books,2022-10-10,8,Delivered,60,74,Brian,
1888,2119,Electronics,2022-10-08,4,Shipped,595,728,Priscilla,
1889,2120,Pets,2022-10-26,14,Delivered,750,936,Brian,
1890,2121,Personal Care,2022-10-17,1,Shipped,425,551,Brian,
1891,2122,Personal Care,2022-10-31,1,Shipped,755,869,Priscilla,
1892,2123,Sports & Outdoors,2022-10-13,1,Delivered,590,723,Terrence,
1893,2124,Clothing,2022-10-28,15,Delivered,660,853,Kelly,
1894,2125,Electronics,2022-10-23,8,Delivered,555,721,Daniel,
1895,2126,Electronics,2022-10-04,11,Shipped,890,1030,Kelly,
1896,2127,Personal Care,2022-10-23,6,Shipped,135,153,Kelly,
1897,2128,Home & Kitchen,2022-10-10,10,Cancelled,175,208,Kelly,Defective
1898,2129,Electronics,2022-10-24,15,Shipped,980,1189,Daniel,
1899,2130,Sports & Outdoors,2022-10-13,3,Cancelled,975,1130,Priscilla,Unsatisfied
1900,2131,Home & Kitchen,2022-10-11,16,Shipped,660,751,Terrence,
1901,2132,Sports & Outdoors,2022-10-16,7,In Transit,425,488,Priscilla,
1902,2133,Sports & Outdoors,2022-10-10,5,Delivered,770,895,Kelly,
1903,2134,Personal Care,2022-10-10,20,Shipped,35,44,Terrence,
1904,2135,Clothing,2022-10-01,4,Delivered,845,972,Kelly,
1905,2136,Sports & Outdoors,2022-10-14,13,Delivered,960,1146,Brian,
1906,2137,Electronics,2022-10-07,11,Delivered,485,593,Priscilla,
1907,2138,Personal Care,2022-10-21,12,Shipped,1230,1535,Terrence,
1908,2139,Sports & Outdoors,2022-10-29,15,In Transit,1050,1364,Kelly,
1909,2140,Electronics,2022-10-09,7,Cancelled,185,204,Priscilla,Quality Issue
1910,2141,Home & Kitchen,2022-10-24,5,Shipped,425,521,Daniel,
1911,2142,Electronics,2022-10-16,12,Cancelled,15,18,Priscilla,Late Delivery
1912,2143,Personal Care,2022-10-26,10,Delivered,15,19,Priscilla,
1913,2144,Books,2022-10-17,16,Delivered,125,158,Brian,
1914,2145,Pets,2022-10-22,10,In Transit,1250,1568,Priscilla,
1915,2146,Home & Kitchen,2022-10-17,9,Delivered,1295,1564,Brian,
1916,2147,Clothing,2022-10-12,8,In Transit,250,319,Terrence,
1917,2148,Books,2022-10-12,16,Delivered,760,926,Terrence,
1918,2149,Electronics,2022-10-13,3,Delivered,70,82,Priscilla,
1919,2150,Home & Kitchen,2022-10-09,12,In Transit,1195,1534,Kelly,
1920,2151,Personal Care,2022-10-12,14,Shipped,180,229,Terrence,
1921,2152,Pets,2022-10-11,2,Shipped,295,343,Priscilla,
1922,2153,Home & Kitchen,2022-10-30,2,Delivered,1365,1705,Brian,
1923,2154,Personal Care,2022-10-03,7,Cancelled,1220,1515,Priscilla,Received Wrong Item
1924,2155,Books,2022-10-16,9,Shipped,995,1187,Priscilla,
1925,2156,Books,2022-10-10,15,In Transit,895,1022,Brian,
1926,2157,Sports & Outdoors,2022-10-17,16,Delivered,500,642,Priscilla,
1927,2158,Sports & Outdoors,2022-10-02,7,Cancelled,890,1080,Priscilla,Unsatisfied
1928,2159,Home & Kitchen,2022-10-21,19,Delivered,1170,1511,Daniel,
1929,2160,Sports & Outdoors,2022-10-18,19,Shipped,1360,1696,Brian,
1930,2161,Pets,2022-10-23,17,Shipped,1295,1501,Daniel,
1931,2162,Electronics,2022-10-23,9,Delivered,210,262,Terrence,
1932,2163,Home & Kitchen,2022-10-17,6,Delivered,180,217,Kelly,
1933,2164,Pets,2022-10-08,13,Delivered,370,410,Brian,
1934,2165,Clothing,2022-10-02,1,Shipped,460,596,Priscilla,
1935,2166,Books,2022-10-05,12,Shipped,495,550,Priscilla,
1936,2167,Books,2022-10-21,1,Shipped,345,440,Kelly,
1937,2168,Personal Care,2022-10-22,15,Cancelled,340,421,Brian,Defective
1938,2169,Electronics,2022-10-09,17,Cancelled,20,25,Priscilla,Defective
1939,2170,Books,2022-10-04,19,In Transit,705,868,Daniel,
1940,2171,Pets,2022-10-08,14,Cancelled,25,29,Kelly,Unsatisfied
1941,2172,Personal Care,2022-10-19,18,In Transit,825,970,Kelly,
1942,2173,Electronics,2022-10-07,4,Delivered,1105,1218,Priscilla,
1943,2174,Books,2022-10-16,6,Shipped,595,668,Kelly,
1944,2175,Pets,2022-10-27,12,Shipped,345,381,Brian,
1945,2176,Books,2022-10-24,2,Shipped,145,167,Brian,
1946,2177,Personal Care,2022-10-09,18,Shipped,865,1058,Brian,
1947,2178,Sports & Outdoors,2022-10-21,8,Shipped,175,195,Priscilla,
1948,2179,Pets,2022-10-21,14,In Transit,1060,1237,Priscilla,
1949,2180,Books,2022-10-13,5,Shipped,540,598,Kelly,
1950,2181,Sports & Outdoors,2022-10-10,16,In Transit,465,595,Terrence,
1951,2182,Clothing,2022-10-09,12,Shipped,80,101,Priscilla,
1952,2183,Clothing,2022-10-14,14,Cancelled,295,366,Terrence,Defective
1953,2184,Pets,2022-10-12,7,Shipped,150,186,Terrence,
1954,2185,Electronics,2022-10-08,2,Cancelled,675,835,Brian,Quality Issue
1955,2186,Pets,2022-10-11,14,Shipped,750,860,Daniel,
1956,2187,Pets,2022-10-24,5,Shipped,1400,1642,Kelly,
1957,2188,Books,2022-10-25,17,Shipped,905,1155,Terrence,
1958,2189,Pets,2022-10-14,9,Delivered,805,1024,Daniel,
1959,2190,Home & Kitchen,2022-10-08,2,Delivered,770,865,Brian,
1960,2191,Clothing,2022-10-29,13,Shipped,75,92,Terrence,
1961,2192,Books,2022-10-12,15,Delivered,1290,1533,Terrence,
1962,2193,Sports & Outdoors,2022-10-20,17,Delivered,825,1060,Kelly,
1963,2194,Personal Care,2022-10-24,18,Shipped,245,278,Daniel,
1964,2195,Books,2022-10-02,10,Shipped,1110,1436,Daniel,
1965,2196,Electronics,2022-10-25,17,Shipped,1105,1220,Terrence,
1966,2197,Personal Care,2022-10-11,18,In Transit,550,659,Daniel,
1967,2198,Books,2022-10-14,20,Cancelled,1375,1577,Daniel,Late Delivery
1968,2199,Clothing,2022-10-04,6,Shipped,740,911,Brian,
1969,2200,Electronics,2022-10-10,14,Delivered,675,857,Kelly,
1970,2201,Clothing,2022-10-06,16,Shipped,260,337,Daniel,
1971,2202,Sports & Outdoors,2022-10-07,7,Cancelled,595,683,Kelly,Defective
1972,2203,Books,2022-10-21,8,Delivered,1315,1489,Brian,
1973,2204,Books,2022-10-25,4,Shipped,1085,1386,Kelly,
1974,2205,Electronics,2022-10-27,17,Shipped,1110,1241,Daniel,
1975,2206,Pets,2022-10-25,14,Delivered,805,894,Daniel,
1976,2207,Pets,2022-10-08,14,Delivered,1410,1671,Brian,
1977,2208,Personal Care,2022-10-13,14,In Transit,725,822,Priscilla,
1978,2209,Electronics,2022-10-28,4,Delivered,1280,1561,Daniel,
1979,2210,Sports & Outdoors,2022-10-04,3,Delivered,1390,1788,Terrence,
1980,2211,Books,2022-10-21,10,In Transit,1270,1542,Priscilla,
1981,2212,Home & Kitchen,2022-10-25,19,In Transit,530,661,Terrence,
1982,2213,Pets,2022-10-04,7,Shipped,1150,1277,Daniel,
1983,2214,Home & Kitchen,2022-10-09,4,Shipped,475,606,Kelly,
1984,2215,Clothing,2022-10-16,5,Delivered,810,942,Priscilla,
1985,2216,Personal Care,2022-10-17,16,Shipped,915,1083,Kelly,
1986,2217,Pets,2022-10-22,3,Delivered,825,1044,Terrence,
1987,2218,Pets,2022-10-12,14,Delivered,830,1059,Terrence,
1988,2219,Pets,2022-10-23,4,Delivered,1030,1198,Priscilla,
1989,2220,Personal Care,2022-10-12,6,Delivered,95,119,Terrence,
1990,2221,Pets,2022-10-03,7,Shipped,505,607,Priscilla,
1991,2222,Pets,2022-10-23,18,Delivered,1465,1781,Priscilla,
1992,2223,Personal Care,2022-10-25,9,Delivered,425,468,Priscilla,
1993,2224,Electronics,2022-10-09,14,Cancelled,1345,1546,Priscilla,Unsatisfied
1994,2225,Books,2022-10-14,13,Delivered,530,640,Brian,
1995,2226,Books,2022-10-16,6,Shipped,550,643,Daniel,
1996,2227,Pets,2022-10-28,13,Delivered,740,955,Kelly,
1997,2228,Books,2022-10-07,12,Shipped,235,282,Priscilla,
1998,2229,Pets,2022-10-02,12,Delivered,460,576,Priscilla,
1999,2230,Sports & Outdoors,2022-10-04,7,Delivered,260,307,Priscilla,
2000,2231,Electronics,2022-10-23,5,Shipped,840,1033,Kelly,
2001,1234,Clothing,2022-11-06,9,Shipped,1420,1657,Brian,
2002,1235,Home & Kitchen,2022-11-03,11,Shipped,1410,1755,Kelly,
2003,1236,Personal Care,2022-11-10,9,Delivered,260,288,Brian,
2004,1237,Personal Care,2022-11-19,9,Delivered,715,812,Priscilla,
2005,1238,Electronics,2022-11-07,13,Shipped,790,978,Priscilla,
2006,1239,Home & Kitchen,2022-11-29,4,Delivered,40,44,Brian,
2007,1240,Electronics,2022-11-10,9,Shipped,765,853,Priscilla,
2008,1241,Home & Kitchen,2022-11-13,9,Shipped,1485,1747,Terrence,
2009,1242,Personal Care,2022-11-26,6,Shipped,330,368,Brian,
2010,1243,Home & Kitchen,2022-11-04,10,Delivered,1040,1176,Brian,
2011,1244,Clothing,2022-11-26,13,Delivered,985,1169,Terrence,
2012,1245,Personal Care,2022-11-20,19,Delivered,930,1120,Priscilla,
2013,1246,Personal Care,2022-11-23,4,Delivered,285,366,Brian,
2014,1247,Pets,2022-11-24,9,Shipped,1225,1514,Priscilla,
2015,1248,Clothing,2022-11-14,11,Delivered,485,614,Brian,
2016,1249,Electronics,2022-11-06,19,Shipped,965,1173,Daniel,
2017,1250,Clothing,2022-11-03,15,Delivered,535,641,Brian,
2018,1251,Electronics,2022-11-01,12,Shipped,105,135,Terrence,
2019,1252,Sports & Outdoors,2022-11-09,17,Cancelled,1320,1544,Priscilla,Unsatisfied
2020,1253,Home & Kitchen,2022-11-26,19,Shipped,580,699,Priscilla,
2021,1254,Books,2022-11-04,14,Shipped,840,985,Kelly,
2022,1255,Home & Kitchen,2022-11-29,4,Delivered,285,350,Priscilla,
2023,1256,Sports & Outdoors,2022-11-15,10,In Transit,70,82,Terrence,
2024,1257,Clothing,2022-11-12,11,Delivered,305,363,Priscilla,
2025,1258,Clothing,2022-11-21,2,In Transit,1455,1887,Kelly,
2026,1259,Electronics,2022-11-03,18,In Transit,640,802,Kelly,
2027,1260,Sports & Outdoors,2022-11-03,3,Delivered,795,1004,Daniel,
2028,1261,Pets,2022-11-02,8,Delivered,1165,1489,Priscilla,
2029,1262,Pets,2022-11-29,2,Shipped,850,957,Brian,
2030,1263,Sports & Outdoors,2022-11-13,15,Delivered,10,11,Brian,
2031,1264,Home & Kitchen,2022-11-18,3,Delivered,1115,1434,Brian,
2032,1265,Personal Care,2022-11-26,18,Shipped,725,938,Kelly,
2033,1266,Personal Care,2022-11-04,19,Delivered,1005,1142,Brian,
2034,1267,Pets,2022-11-27,11,Shipped,1055,1333,Daniel,
2035,1268,Electronics,2022-11-12,15,Delivered,40,45,Kelly,
2036,1269,Books,2022-11-24,19,Shipped,1245,1612,Brian,
2037,1270,Pets,2022-11-21,7,Shipped,1460,1764,Priscilla,
2038,1271,Electronics,2022-11-28,2,Shipped,750,832,Brian,
2039,1272,Clothing,2022-11-29,3,Shipped,1150,1396,Kelly,
2040,1273,Home & Kitchen,2022-11-01,14,Shipped,755,894,Kelly,
2041,1274,Pets,2022-11-21,4,Cancelled,1295,1617,Brian,Defective
2042,1275,Personal Care,2022-11-26,11,Delivered,735,854,Brian,
2043,1276,Sports & Outdoors,2022-11-04,13,In Transit,780,909,Terrence,
2044,1277,Sports & Outdoors,2022-11-23,5,Shipped,80,97,Kelly,
2045,1278,Sports & Outdoors,2022-11-10,15,Shipped,1230,1513,Brian,
2046,1279,Clothing,2022-11-23,13,Shipped,690,883,Daniel,
2047,1280,Pets,2022-11-05,8,Shipped,550,699,Kelly,
2048,1281,Electronics,2022-11-27,16,Delivered,1285,1446,Daniel,
2049,1282,Books,2022-11-03,2,Delivered,570,708,Brian,
2050,1283,Electronics,2022-11-20,8,Delivered,1305,1562,Priscilla,
2051,1284,Home & Kitchen,2022-11-21,15,Delivered,1415,1581,Terrence,
2052,1285,Clothing,2022-11-18,19,In Transit,730,903,Terrence,
2053,1286,Books,2022-11-20,5,Delivered,1480,1772,Brian,
2054,1287,Home & Kitchen,2022-11-15,15,Shipped,80,93,Kelly,
2055,1288,Clothing,2022-11-28,19,Cancelled,305,379,Priscilla,Quality Issue
2056,1289,Sports & Outdoors,2022-11-13,16,In Transit,1420,1695,Priscilla,
2057,1290,Personal Care,2022-11-14,19,Shipped,145,168,Brian,
2058,1291,Sports & Outdoors,2022-11-01,5,Delivered,680,784,Kelly,
2059,1292,Electronics,2022-11-18,9,Shipped,310,375,Terrence,
2060,1293,Pets,2022-11-26,19,Shipped,1165,1292,Priscilla,
2061,1294,Pets,2022-11-01,9,Delivered,1260,1428,Brian,
2062,1295,Books,2022-11-22,14,Delivered,555,716,Daniel,
2063,1296,Electronics,2022-11-20,16,Delivered,285,345,Daniel,
2064,1297,Electronics,2022-11-25,2,Delivered,1440,1757,Priscilla,
2065,1298,Sports & Outdoors,2022-11-05,15,Shipped,805,1028,Daniel,
2066,1299,Pets,2022-11-26,2,Delivered,290,360,Terrence,
2067,1300,Personal Care,2022-11-05,15,Cancelled,880,1011,Kelly,Received Wrong Item
2068,1301,Books,2022-11-02,6,Cancelled,1045,1215,Terrence,Received Wrong Item
2069,1302,Electronics,2022-11-22,13,Shipped,895,992,Priscilla,
2070,1303,Pets,2022-11-12,10,Shipped,305,344,Priscilla,
2071,1304,Books,2022-11-28,1,In Transit,820,995,Brian,
2072,1305,Personal Care,2022-11-14,18,Delivered,65,74,Priscilla,
2073,1306,Sports & Outdoors,2022-11-10,7,Shipped,275,351,Terrence,
2074,1307,Clothing,2022-11-03,1,Shipped,1320,1587,Brian,
2075,1308,Electronics,2022-11-06,14,Delivered,470,596,Kelly,
2076,1309,Clothing,2022-11-22,5,Delivered,400,510,Terrence,
2077,1310,Home & Kitchen,2022-11-14,10,Delivered,615,790,Terrence,
2078,1311,Sports & Outdoors,2022-11-30,5,Shipped,1125,1404,Daniel,
2079,1312,Electronics,2022-11-13,17,Delivered,455,527,Brian,
2080,1313,Pets,2022-11-09,10,Cancelled,1325,1550,Kelly,Late Delivery
2081,1314,Electronics,2022-11-21,20,In Transit,1290,1602,Brian,
2082,1315,Personal Care,2022-11-24,14,Shipped,690,854,Terrence,
2083,1316,Clothing,2022-11-05,13,Delivered,1035,1190,Daniel,
2084,1317,Pets,2022-11-12,10,Delivered,1225,1565,Daniel,
2085,1318,Pets,2022-11-16,19,Shipped,590,713,Kelly,
2086,1319,Pets,2022-11-22,17,Delivered,890,1013,Kelly,
2087,1320,Books,2022-11-20,11,Shipped,635,765,Brian,
2088,1321,Clothing,2022-11-19,5,Shipped,375,420,Kelly,
2089,1322,Electronics,2022-11-02,12,Shipped,550,699,Terrence,
2090,1323,Books,2022-11-02,8,Shipped,145,188,Brian,
2091,1324,Books,2022-11-19,1,Shipped,140,156,Priscilla,
2092,1325,Clothing,2022-11-03,15,In Transit,1455,1620,Priscilla,
2093,1326,Clothing,2022-11-24,18,Delivered,1275,1532,Kelly,
2094,1327,Home & Kitchen,2022-11-05,18,Shipped,1470,1641,Kelly,
2095,1328,Sports & Outdoors,2022-11-22,5,Cancelled,1255,1400,Terrence,Quality Issue
2096,1329,Personal Care,2022-11-23,9,Delivered,485,574,Priscilla,
2097,1330,Clothing,2022-11-26,2,Cancelled,1270,1518,Priscilla,Received Wrong Item
2098,1331,Sports & Outdoors,2022-11-04,10,Delivered,875,973,Brian,
